POmtg542_1:1	sorry	FI(FI)	sorry
POmtg542_128:4	e-	XX(XX)	
POmtg542_128:5	eva-	XX(XX)	
POmtg542_128:6	e-	XX(XX)	

POmtg542_129:1	mhm	RE(RE)	mhm

POmtg542_130:1	when	WRB(WRB)	when
POmtg542_130:2	we	PP(PP)	we
POmtg542_130:3	we	PP(PP)	we

POmtg542_131:1	when	WRB(WRB)	when
POmtg542_131:2	you	PP(PP)	you
POmtg542_131:3	are	VBP(VBP)	be
POmtg542_131:4	evaluated	VVN(VVN)	evaluate

POmtg542_132:1	yes	RE(RE)	yes
POmtg542_132:2	yes	RE(RE)	yes
POmtg542_132:3	but	CC(CC)	but
POmtg542_132:4	it	PP(PP)	it
POmtg542_132:5	was	VBD(VBD)	be
POmtg542_132:6	_0	PA(PA)	
POmtg542_132:7	it	PP(PP)	it
POmtg542_132:8	was	VBD(VBD)	be
POmtg542_132:9	controlled	VVN(VVN)	control
POmtg542_132:10	and	CC(CC)	and
POmtg542_132:11	completely	RB(RB)	completely
POmtg542_132:12	er	UH(UH)	er
POmtg542_132:13	managed	VVN(VVN)	manage
POmtg542_132:14	by	IN(IN)	by
POmtg542_132:15	the	DT(DT)	the
POmtg542_132:16	world	NP(NP)	world
POmtg542_132:17	bank	NP(NP)	bank
POmtg542_132:18	_0	PA(PA)	
POmtg542_132:19	but	CC(CC)	but
POmtg542_132:20	still	RB(RB)	still
POmtg542_132:21	we	PP(PP)	we
POmtg542_132:22	had	VHD(VHD)	have
POmtg542_132:23	to	TO(TO)	to
POmtg542_132:24	follow	VV(VV)	follow
POmtg542_132:25	the	DT(DT)	the
POmtg542_132:26	world	NP(NP)	world
POmtg542_132:27	bank	NP(NP)	bank
POmtg542_132:28	procedures	NNS(NNS)	procedure
POmtg542_132:29	but	CC(CC)	but
POmtg542_132:30	we	PP(PP)	we
POmtg542_132:31	had	VHD(VHD)	have
POmtg542_132:32	to	TO(TO)	to
POmtg542_132:33	_0	PA(PA)	
POmtg542_132:34	er	UH(UH)	er
POmtg542_132:35	asks	VVZ(VV)	ask
POmtg542_132:36	for	IN(IN)	for
POmtg542_132:37	for	IN(IN)	for
POmtg542_132:38	_0	PA(PA)	
POmtg542_132:39	er	UH(UH)	er
POmtg542_132:40	what	WP(WP)	what
POmtg542_132:41	was	VBD(VBD)	be
POmtg542_132:42	it	PP(PP)	it
POmtg542_132:43	called	VVN(VVN)	call
POmtg542_132:44	_1	PA(PA)	
POmtg542_132:45	proposals	NNS(NNS)	proposal
POmtg542_132:46	for	IN(IN)	for
POmtg542_132:47	the	DT(DT)	the
POmtg542_132:48	evaluation	NN(NN)	evaluation
POmtg542_132:49	and	CC(CC)	and
POmtg542_132:50	there	EX(EX)	there
POmtg542_132:51	were	VBD(VBD)	be
POmtg542_132:52	two	CD(CD)	two
POmtg542_132:53	er	UH(UH)	er
POmtg542_132:54	proposals	NNS(NNS)	proposal
POmtg542_132:55	_0	PA(PA)	
POmtg542_132:56	and	CC(CC)	and
POmtg542_132:57	er	UH(UH)	er
POmtg542_132:58	we	PP(PP)	we
POmtg542_132:59	set	VVD(VVD)	set
POmtg542_132:60	up	RP(RP)	up
POmtg542_132:61	a	DT(DT)	a
POmtg542_132:62	committee	NN(NN)	committee
POmtg542_132:63	_0	PA(PA)	
POmtg542_132:64	and	CC(CC)	and
POmtg542_132:65	there	EX(EX)	there
POmtg542_132:66	was	VBD(VBD)	be
POmtg542_132:67	of	RB(RB)	of
POmtg542_132:68	course	RB(RB)	course
POmtg542_132:69	v-	XX(XX)	
POmtg542_132:70	very	RB(RB)	very
POmtg542_132:71	detailed	JJ(JJ)	detailed
POmtg542_132:72	criteria	NNS(NNS)	criterion
POmtg542_132:73	how	WRB(WRB)	how
POmtg542_132:74	to	TO(TO)	to
POmtg542_132:75	_0	PA(PA)	
POmtg542_132:76	to	TO(TO)	to
POmtg542_132:77	to	TO(TO)	to
POmtg542_132:78	decide	VV(VV)	decide
POmtg542_132:79	on	IN(IN)	on
POmtg542_132:80	the	DT(DT)	the
POmtg542_132:81	proposals	NNS(NNS)	proposal
POmtg542_132:82	but	CC(CC)	but
POmtg542_132:83	th-	XX(XX)	
POmtg542_132:84	the	DT(DT)	the
POmtg542_132:85	work	NN(NN)	work
POmtg542_132:86	er	UH(UH)	er
POmtg542_132:87	basically	RB(RB)	basically
POmtg542_132:88	was	VBD(VBD)	be
POmtg542_132:89	done	VVN(VVN)	do
POmtg542_132:90	by	IN(IN)	by
POmtg542_132:91	by	IN(IN)	by
POmtg542_132:92	our	PP$(PP$)	we
POmtg542_132:93	committee	NN(NN)	committee
POmtg542_132:94	_0	PA(PA)	
POmtg542_132:95	and	CC(CC)	and
POmtg542_132:96	then	RB(RB)	then
POmtg542_132:97	all	PDT(PDT)	all
POmtg542_132:98	the	DT(DT)	the
POmtg542_132:99	documentation	NN(NN)	documentation
POmtg542_132:100	had	VHD(VHD)	have
POmtg542_132:101	to	TO(TO)	to
POmtg542_132:102	be	VB(VB)	be
POmtg542_132:103	sent	VVN(VVN)	send
POmtg542_132:104	to	IN(IN)	to
POmtg542_132:105	the	DT(DT)	the
POmtg542_132:106	world	NP(NP)	world
POmtg542_132:107	bank	NP(NP)	bank
POmtg542_132:108	and	CC(CC)	and
POmtg542_132:109	they	PP(PP)	they
POmtg542_132:110	checked	VVN(VVN)	check
POmtg542_132:111	everything	NN(NN)	everything
POmtg542_132:112	_0	PA(PA)	
POmtg542_132:113	but	CC(CC)	but
POmtg542_132:114	er	UH(UH)	er
POmtg542_132:115	_1	PA(PA)	
POmtg542_132:116	xxxxx	UNI(UNI)	
POmtg542_132:117	_1	PA(PA)	

POmtg542_133:1	but	CC(CC)	but
POmtg542_133:2	it	PP(PP)	it
POmtg542_133:3	was	VBD(VBD)	be
POmtg542_133:4	a	DT(DT)	a

POmtg542_134:1	no	RE(RE)	no
POmtg542_134:2	that	DT(DT)	that
POmtg542_134:3	that	DT(DT)	that
POmtg542_134:4	you	PP(PP)	you
POmtg542_134:5	you	PP(PP)	you
POmtg542_134:6	did	VVD(VVD)	do
POmtg542_134:7	not	RB(RB)	not
POmtg542_134:8	get	VV(VV)	get

POmtg542_135:1	no	RE(RE)	no
POmtg542_135:2	but	CC(CC)	but
POmtg542_135:3	this	DT(DT)	this

POmtg542_136:1	i-	XX(XX)	
POmtg542_136:2	it	PP(PP)	it
POmtg542_136:3	was	VBD(VBD)	be
POmtg542_136:4	it	PP(PP)	it
POmtg542_136:5	was	VBD(VBD)	be
POmtg542_136:6	a	DT(DT)	a
POmtg542_136:7	special	JJ(JJ)	special
POmtg542_136:8	_0	PA(PA)	
POmtg542_136:9	situation	NN(NN)	situation
POmtg542_136:10	it	PP(PP)	it

POmtg542_137:1	well	DM(DM)	well
POmtg542_137:2	that	DT(DT)	that
POmtg542_137:3	's	VBS(VBS)	be
POmtg542_137:4	that	DT(DT)	that
POmtg542_137:5	's	VBS(VBS)	be
POmtg542_137:6	true	JJ(JJ)	true
POmtg542_137:7	that	DT(DT)	that
POmtg542_137:8	's	VBS(VBS)	be
POmtg542_137:9	true	JJ(JJ)	true

POmtg542_138:1	you	PP(PP)	you
POmtg542_138:2	had	VHD(VHD)	have
POmtg542_138:3	you	PP(PP)	you
POmtg542_138:4	had	VHD(VHD)	have
POmtg542_138:5	an	DT(DT)	a
POmtg542_138:6	external	JJ(JJ)	external
POmtg542_138:7	contractor	NN(NN)	contractor
POmtg542_138:8	the	DT(DT)	the
POmtg542_138:9	a_[org5]	NP(NP)	
POmtg542_138:10	who	PRE(PRE)	who
POmtg542_138:11	came	VVD(VVD)	come
POmtg542_138:12	in	IN(IN)	in
POmtg542_138:13	a	DT(DT)	a
POmtg542_138:14	sense	NN(NN)	sense
POmtg542_138:15	also	RB(RB)	also
POmtg542_138:16	through	IN(IN)	through
POmtg542_138:17	the	DT(DT)	the
POmtg542_138:18	package	NN(NN)	package
POmtg542_138:19	aim	NN(NN)	aim
POmtg542_138:20	_0	PA(PA)	

POmtg542_139:1	that	DT(DT)	that
POmtg542_139:2	's	VBS(VBS)	be
POmtg542_139:3	true	JJ(JJ)	true

POmtg542_140:1	hm	RE(RE)	hm

POmtg542_141:1	yah	RE(RE)	yah

POmtg542_142:1	which	PRE(PRE)	which
POmtg542_142:2	you	PP(PP)	you
POmtg542_142:3	took	VVD(VVD)	take
POmtg542_142:4	and	CC(CC)	and
POmtg542_142:5	accepted	VVD(VVD)	accept
POmtg542_142:6	that	DT(DT)	that
POmtg542_142:7	was	VBD(VBD)	be
POmtg542_142:8	your	PP$(PP$)	you
POmtg542_142:9	decision	NN(NN)	decision
POmtg542_142:10	truly	RB(RB)	truly
POmtg542_142:11	but	CC(CC)	but
POmtg542_142:12	the	DT(DT)	the
POmtg542_142:13	package	NN(NN)	package
POmtg542_142:14	was	VBD(VBD)	be
POmtg542_142:15	a	DT(DT)	a
POmtg542_142:16	s_cre	NP(NP)	s_cre
POmtg542_142:17	package	NN(NN)	package

POmtg542_143:1	yah	RE(RE)	yah

POmtg542_144:1	so	DM(DM)	so
POmtg542_144:2	i	PP(DM)	i
POmtg542_144:3	mean	VVP(DM)	mean
POmtg542_144:4	_0	PA(PA)	
POmtg542_144:5	i	PP(PP)	i
POmtg542_144:6	'm	VBP(VBP)	be
POmtg542_144:7	not	RB(RB)	not
POmtg542_144:8	sure	JJ(JJ)	sure
POmtg542_144:9	we	PP(PP)	we
POmtg542_144:10	are	VBP(VBP)	be
POmtg542_144:11	going	VVG(VVG)	go
POmtg542_144:12	to	TO(TO)	to
POmtg542_144:13	have	VH(VH)	have
POmtg542_144:14	many	JJ(JJ)	many
POmtg542_144:15	duplications	NNS(NNS)	duplication
POmtg542_144:16	so	DM(DM)/IN(IN)	so
POmtg542_144:17	that	IN(IN)	that
POmtg542_144:18	great	JJ(JJ)	great
POmtg542_144:19	effort	NN(NN)	effort
POmtg542_144:20	in	IN(IN)	in
POmtg542_144:21	terms	IN(IN)	term
POmtg542_144:22	of	IN(IN)	of
POmtg542_144:23	the	DT(DT)	the
POmtg542_144:24	complexities	NNS(NNS)	complexity
POmtg542_144:25	of	IN(IN)	of
POmtg542_144:26	it	PP(PP)	it

POmtg542_145:1	@@@@	LA(LA)	
POmtg542_145:2	hh	BR(BR)	

POmtg542_146:1	mhm	RE(RE)	mhm

POmtg542_147:1	but	CC(CC)	but
POmtg542_147:2	_0	PA(PA)	
POmtg542_147:3	i	PP(PP)	i
POmtg542_147:4	i	PP(PP)	i
POmtg542_147:5	think	VVP(VVP)	think
POmtg542_147:6	_0	PA(PA)	
POmtg542_147:7	if	IN(IN)	if
POmtg542_147:8	_0	PA(PA)	
POmtg542_147:9	i	PP(PP)	i
POmtg542_147:10	understand	VVP(VVP)	understand
POmtg542_147:11	that	IN(IN)	that
POmtg542_147:12	this	DT(DT)	this
POmtg542_147:13	is	VBZ(VBZ)	be
POmtg542_147:14	something	NN(NN)	something
POmtg542_147:15	we	PP(PP)	we
POmtg542_147:16	could	MD(MD)	can
POmtg542_147:17	work	VV(VV)	work
POmtg542_147:18	on	IN(IN)	on
POmtg542_147:19	i	PP(PP)	i
POmtg542_147:20	i	PP(PP)	i
POmtg542_147:21	i	PP(PP)	i
POmtg542_147:22	i	PP(PP)	i
POmtg542_147:23	i	PP(PP)	i
POmtg542_147:24	think	VVP(VVP)	think
POmtg542_147:25	a_[S4]	NP(NP)	
POmtg542_147:26	's	POS(POS)	's
POmtg542_147:27	_1	PA(PA)	
POmtg542_147:28	suggestion	NN(NN)	suggestion
POmtg542_147:29	that	IN(IN)	that
POmtg542_147:30	we	PP(PP)	we
POmtg542_147:31	put	VVP(VVP)	put
POmtg542_147:32	this	DT(DT)	this
POmtg542_147:33	_0	PA(PA)	
POmtg542_147:34	as	RB(RB)	as
POmtg542_147:35	well	RB(RB)	well
POmtg542_147:36	into	IN(IN)	into
POmtg542_147:37	some	DT(DT)	some
POmtg542_147:38	_0	PA(PA)	
POmtg542_147:39	flow	NN(NN)	flow
POmtg542_147:40	chart	NN(NN)	chart
POmtg542_147:41	er	UH(UH)	er
POmtg542_147:42	sequ-	XX(XX)	
POmtg542_147:43	sequence	NN(NN)	sequence
POmtg542_147:44	er	UH(UH)	er
POmtg542_147:45	arrangements	NNS(NNS)	arrangement
POmtg542_147:46	is	VBZ(VBZ)	be
POmtg542_147:47	a	DT(DT)	a
POmtg542_147:48	good	JJ(JJ)	good
POmtg542_147:49	one	NN(NN)	one
POmtg542_147:50	_0	PA(PA)	
POmtg542_147:51	i	PP(PP)	i
POmtg542_147:52	think	VVP(VVP)	think
POmtg542_147:53	we	PP(PP)	we
POmtg542_147:54	_0	PA(PA)	
POmtg542_147:55	might	MD(MD)	may
POmtg542_147:56	benefit	VV(VV)	benefit
POmtg542_147:57	by	IN(IN)	by
POmtg542_147:58	making	VVG(VVG)	make
POmtg542_147:59	a	DT(DT)	a
POmtg542_147:60	distinction	NN(NN)	distinction
POmtg542_147:61	between	IN(IN)	between
POmtg542_147:62	blank	JJ(JJ)	blank
POmtg542_147:63	spaces	NNS(NNS)	space
POmtg542_147:64	_1	PA(PA)	
POmtg542_147:65	spaces	NNS(NNS)	space
POmtg542_147:66	where	WRB(WRB)	where
POmtg542_147:67	there	EX(EX)	there
POmtg542_147:68	is	VBZ(VBZ)	be
POmtg542_147:69	a	DT(DT)	a
POmtg542_147:70	definite	JJ(JJ)	definite
POmtg542_147:71	_1	PA(PA)	
POmtg542_147:72	mark	NN(NN)	mark
POmtg542_147:73	and	CC(CC)	and
POmtg542_147:74	then	RB(RB)	then
POmtg542_147:75	p_optionals	PVC(NNS)	
POmtg542_147:76	_1	PA(PA)	
POmtg542_147:77	a	DT(DT)	a

POmtg542_148:1	mhm	RE(RE)	mhm

POmtg542_149:1	that	PRE(PRE)	that

POmtg542_150:1	aha	RE(RE)	aha
POmtg542_150:2	_0	PA(PA)	

POmtg542_151:1	by	IN(IN)	by

POmtg542_152:1	the	DT(DT)	the
POmtg542_152:2	xx	UNI(UNI)	

POmtg542_153:1	hm	RE(RE)	hm
POmtg542_153:2	that	DT(DT)	that
POmtg542_153:3	's	VBS(VBS)	be
POmtg542_153:4	good	JJ(JJ)	good
POmtg542_153:5	that	DT(DT)	that
POmtg542_153:6	's	VBS(VBS)	be
POmtg542_153:7	okay	JJ(JJ)	okay

POmtg542_154:1	argument	NN(NN)	argument
POmtg542_154:2	or	CC(CC)	or
POmtg542_154:3	in	IN(IN)	in
POmtg542_154:4	a_[S2]	NP(NP)	
POmtg542_154:5	that	IN(IN)	that

POmtg542_155:1	aha	RE(RE)	aha

POmtg542_156:1	yeah	RE(RE)	yeah

POmtg542_157:1	terms	NNS(NNS)	term
POmtg542_157:2	of	NNS(NNS)	of
POmtg542_157:3	reference	NNS(NNS)	reference
POmtg542_157:4	is	VBZ(VBZ)	be
POmtg542_157:5	an	DT(DT)	a
POmtg542_157:6	option	NN(NN)	option
POmtg542_157:7	for	IN(IN)	for
POmtg542_157:8	the	DT(DT)	the
POmtg542_157:9	agency	NN(NN)	agency

POmtg542_158:1	hm	RE(RE)	hm

POmtg542_159:1	yeah	RE(RE)	yeah

POmtg542_160:1	but	CC(CC)	but
POmtg542_160:2	it	PP(PP)	it
POmtg542_160:3	's	VBS(VBS)	be
POmtg542_160:4	not	RB(RB)	not
POmtg542_160:5	a	DT(DT)	a
POmtg542_160:6	sine	NN(NN)	sine
POmtg542_160:7	qua	NN(NN)	qua
POmtg542_160:8	non	NN(NN)	non
POmtg542_160:9	on	IN(IN)	on
POmtg542_160:10	it	PP(PP)	it
POmtg542_160:11	so	DM(DM)	so

POmtg542_161:1	mhm	RE(RE)	mhm

POmtg542_162:1	that	DT(DT)	that
POmtg542_162:2	's	VBS(VBS)	be
POmtg542_162:3	okay	JJ(JJ)	okay

POmtg542_163:1	tha-	XX(XX)	
POmtg542_163:2	that	DT(DT)	that
POmtg542_163:3	would	MD(MD)	will
POmtg542_163:4	be	VB(VB)	be
POmtg542_163:5	a	DT(DT)	a
POmtg542_163:6	nice	JJ(JJ)	nice
POmtg542_163:7	way	NN(NN)	way
POmtg542_163:8	of	IN(IN)	of
POmtg542_163:9	of	IN(IN)	of
POmtg542_163:10	making	VVG(VVG)	make
POmtg542_163:11	i-	XX(XX)	
POmtg542_163:12	it	PP(PP)	it
POmtg542_163:13	clearer	JJR(JJR)	clear
POmtg542_163:14	i-	XX(XX)	
POmtg542_163:15	that	IN(IN)	that
POmtg542_163:16	there	EX(EX)	there
POmtg542_163:17	is	VBZ(VBZ)	be
POmtg542_163:18	_1	PA(PA)	
POmtg542_163:19	we	PP(PP)	we
POmtg542_163:20	put	VVD(VVD)	put
POmtg542_163:21	the	DT(DT)	the
POmtg542_163:22	responsibility	NN(NN)	responsibility
POmtg542_163:23	_0	PA(PA)	
POmtg542_163:24	distinctly	RB(RB)	distinctly
POmtg542_163:25	in	IN(IN)	in
POmtg542_163:26	one	CD(CD)	one
POmtg542_163:27	place	NN(NN)	place
POmtg542_163:28	and	CC(CC)	and
POmtg542_163:29	then	RB(RB)	then
POmtg542_163:30	we	PP(PP)	we
POmtg542_163:31	have	VHP(VHP)	have
POmtg542_163:32	options	NNS(NNS)	option
POmtg542_163:33	which	PRE(PRE)	which
POmtg542_163:34	may	MD(MD)	may
POmtg542_163:35	sort	RB(RB)	sort
POmtg542_163:36	of	RB(RB)	of
POmtg542_163:37	add	VV(VV)	add
POmtg542_163:38	up	RP(RP)	up
POmtg542_163:39	to	IN(IN)	to
POmtg542_163:40	that	DT(DT)	that
POmtg542_163:41	pic-	XX(XX)	
POmtg542_163:42	i	PP(PP)	i
POmtg542_163:43	think	VVP(VVP)	think
POmtg542_163:44	that	DT(DT)	that
POmtg542_163:45	would	MD(MD)	will
POmtg542_163:46	be	VB(VB)	be
POmtg542_163:47	make	VV(VV)	make
POmtg542_163:48	a	DT(DT)	a
POmtg542_163:49	nicer	JJR(JJR)	nice
POmtg542_163:50	and	CC(CC)	and
POmtg542_163:51	more	RBR(RBR)	more
POmtg542_163:52	refined	JJ(JJ)	refined
POmtg542_163:53	er	UH(UH)	er
POmtg542_163:54	_0	PA(PA)	

POmtg542_164:1	yeah	RE(RE)	yeah

POmtg542_165:1	makes	VVZ(VVZ)	make
POmtg542_165:2	sense	NN(NN)	sense

POmtg542_166:1	er	UH(UH)	er
POmtg542_166:2	picture	NN(NN)	picture
POmtg542_166:3	out	IN(IN)	out
POmtg542_166:4	of	IN(IN)	of
POmtg542_166:5	it	PP(PP)	it
POmtg542_166:6	_1	PA(PA)	
POmtg542_166:7	so	DM(DM)	so
POmtg542_166:8	_1	PA(PA)	

POmtg542_167:1	hm	RE(RE)	hm

POmtg542_168:1	a_[S1]	NP(NP)	
POmtg542_168:2	i	PP(PP)	i
POmtg542_168:3	was	VBD(VBD)	be
POmtg542_168:4	still	RB(RB)	still
POmtg542_168:5	thinking	VVG(VVG)	think
POmtg542_168:6	about	IN(IN)	about
POmtg542_168:7	this	DT(DT)	this
POmtg542_168:8	er	UH(UH)	er
POmtg542_168:9	what	WP(WP)	what
POmtg542_168:10	a_[S4]	NP(NP)	
POmtg542_168:11	said	VVD(VVD)	say
POmtg542_168:12	about	IN(IN)	about
POmtg542_168:13	the	DT(DT)	the
POmtg542_168:14	ex-	XX(XX)	
POmtg542_168:15	external	JJ(JJ)	external
POmtg542_168:16	panel	NN(NN)	panel
POmtg542_168:17	wh-	XX(XX)	
POmtg542_168:18	where	WRB(WRB)	where
POmtg542_168:19	it	PP(PP)	it
POmtg542_168:20	should	MD(MD)	shall
POmtg542_168:21	be	VB(VB)	be

POmtg542_169:1	oh	UH(UH)	oh
POmtg542_169:2	yes	RE(RE)	yes
POmtg542_169:3	we	PP(PP)	we
POmtg542_169:4	did	VVD(VVD)	do
POmtg542_169:5	n't	RB(RB)	not
POmtg542_169:6	solve	VV(VV)	solve
POmtg542_169:7	that	DT(DT)	that
POmtg542_169:8	one	NN(NN)	one
POmtg542_169:9	that	PRE(PRE)	that
POmtg542_169:10	w-	XX(XX)	

POmtg542_170:1	somewhere	RB(RB)	somewhere
POmtg542_170:2	here	RB(RB)	here

POmtg542_171:1	@	LA(LA)	
POmtg542_171:2	x	UNI(UNI)	
POmtg542_171:3	well	DM(DM)/RB(RB)	well
POmtg542_171:4	@@@	LA(LA)	

POmtg542_172:1	and	CC(CC)	and

POmtg542_173:1	no	RE(RE)	no
POmtg542_173:2	no	RE(RE)	no
POmtg542_173:3	it	PP(PP)	it
POmtg542_173:4	is	VBZ(VBZ)	be
POmtg542_173:5	it	PP(PP)	it
POmtg542_173:6	's	VBS(VBS)	be
POmtg542_173:7	meant	VVN(VVN)	mean

POmtg542_174:1	i	PP(PP)	i
POmtg542_174:2	'm	VBP(VBP)	be

POmtg542_175:1	not	RB(RB)	not
POmtg542_175:2	quickly	RB(RB)	quickly
POmtg542_175:3	x	UNI(UNI)	

POmtg542_176:1	i	PP(PP)/PP(DM)	i
POmtg542_176:2	mean	VVP(VVP)/VVP(DM)	mean
POmtg542_176:3	the	DT(DT)	the

POmtg542_177:1	thinking	VVG(VVG)	think
POmtg542_177:2	of	IN(IN)	of
POmtg542_177:3	how	WRB(WRB)	how
POmtg542_177:4	how	WRB(WRB)	how
POmtg542_177:5	independent	JJ(JJ)	independent
POmtg542_177:6	they	PP(PP)	they
POmtg542_177:7	are	VBP(VBP)	be
POmtg542_177:8	in	IN(IN)	in
POmtg542_177:9	our	PP$(PP$)	we
POmtg542_177:10	case	NN(NN)	case
POmtg542_177:11	in	IN(IN)	in
POmtg542_177:12	our	PP$(PP$)	we
POmtg542_177:13	case	NN(NN)	case
POmtg542_177:14	_0	PA(PA)	

POmtg542_178:1	yeah	RE(RE)	yeah

POmtg542_179:1	er	UH(UH)	er
POmtg542_179:2	_1	PA(PA)	
POmtg542_179:3	external	JJ(JJ)	external
POmtg542_179:4	panels	NNS(NNS)	panel
POmtg542_179:5	have	VHP(VHP)	have
POmtg542_179:6	been	VBN(VBN)	be
POmtg542_179:7	very	RB(RB)	very
POmtg542_179:8	independent	JJ(JJ)	independent
POmtg542_179:9	actually	RB(RB)	actually
POmtg542_179:10	_0	PA(PA)	
POmtg542_179:11	er	UH(UH)	er
POmtg542_179:12	in	IN(IN)	in
POmtg542_179:13	the	DT(DT)	the
POmtg542_179:14	institution	NN(NN)	institution
POmtg542_179:15	and	CC(CC)	and
POmtg542_179:16	evaluations	NNS(NNS)	evaluation
POmtg542_179:17	of	IN(IN)	of
POmtg542_179:18	universities	NNS(NNS)	university
POmtg542_179:19	_1	PA(PA)	

POmtg542_180:1	hm	RE(RE)	hm

POmtg542_181:1	but	CC(CC)	but
POmtg542_181:2	not	RB(RB)	not
POmtg542_181:3	in	IN(IN)	in
POmtg542_181:4	any	DT(DT)	any
POmtg542_181:5	other	JJ(JJ)	other
POmtg542_181:6	type	NN(NN)	type
POmtg542_181:7	of	IN(IN)	of
POmtg542_181:8	evaluation	NN(NN)	evaluation
POmtg542_181:9	as	RB(RB)	as
POmtg542_181:10	much	JJ(JJ)	much

POmtg542_182:1	hm	RE(RE)	hm

POmtg542_183:1	yah	RE(RE)	yah

POmtg542_184:1	and	CC(CC)	and
POmtg542_184:2	even	RB(RB)	even
POmtg542_184:3	in	IN(IN)	in
POmtg542_184:4	in	IN(IN)	in
POmtg542_184:5	the	DT(DT)	the
POmtg542_184:6	case	NN(NN)	case
POmtg542_184:7	of	IN(IN)	of
POmtg542_184:8	the	DT(DT)	the
POmtg542_184:9	university	NN(NN)	university
POmtg542_184:10	evaluations	NNS(NNS)	evaluation
POmtg542_184:11	i	PP(PP)	i
POmtg542_184:12	would	MD(MD)	will
POmtg542_184:13	n't	RB(RB)	not
POmtg542_184:14	put	VV(VV)	put
POmtg542_184:15	them	PP(PP)	they
POmtg542_184:16	as	IN(IN)	as
POmtg542_184:17	an	DT(DT)	a
POmtg542_184:18	sort	NN(NN)	sort
POmtg542_184:19	of	IN(IN)	of
POmtg542_184:20	_1	PA(PA)	

POmtg542_185:1	yah	RE(RE)	yah

POmtg542_186:1	independent	JJ(JJ)	independent
POmtg542_186:2	actor	NN(NN)	actor
POmtg542_186:3	_0	PA(PA)	

POmtg542_187:1	yeah	RE(RE)	yeah

POmtg542_188:1	yeah	RE(RE)	yeah
POmtg542_188:2	_0	PA(PA)	
POmtg542_188:3	but	CC(CC)	but
POmtg542_188:4	i	PP(DM)	i
POmtg542_188:5	mean	VVP(DM)	mean
POmtg542_188:6	we	PP(PP)	we
POmtg542_188:7	have	VHP(VHP)	have
POmtg542_188:8	in	IN(IN)	in
POmtg542_188:9	denmark	NP(NP)	denmark
POmtg542_188:10	_0	PA(PA)	
POmtg542_188:11	a	DT(DT)	a
POmtg542_188:12	_1	PA(PA)	
POmtg542_188:13	term	NN(NN)	term
POmtg542_188:14	and	CC(CC)	and
POmtg542_188:15	we	PP(PP)	we
POmtg542_188:16	have	VHP(VHP)	have
POmtg542_188:17	it	PP(PP)	it
POmtg542_188:18	as	RB(RB)	as
POmtg542_188:19	well	RB(RB)	well
POmtg542_188:20	what	WP(WP)	what
POmtg542_188:21	we	PP(PP)	we
POmtg542_188:22	call	VVP(VVP)	call
POmtg542_188:23	a	DT(DT)	a
POmtg542_188:24	legal	JJ(JJ)	legal
POmtg542_188:25	person	NN(NN)	person
POmtg542_188:26	_1	PA(PA)	
POmtg542_188:27	and	CC(CC)	and
POmtg542_188:28	that	DT(DT)	that
POmtg542_188:29	's	VBS(VBS)	be
POmtg542_188:30	a	DT(DT)	a
POmtg542_188:31	person	NN(NN)	person
POmtg542_188:32	who	PRE(PRE)	who
POmtg542_188:33	has	VHZ(VHZ)	have
POmtg542_188:34	_0	PA(PA)	
POmtg542_188:35	the	DT(DT)	the
POmtg542_188:36	authority	NN(NN)	authority
POmtg542_188:37	to	TO(TO)	to
POmtg542_188:38	act	VV(VV)	act
POmtg542_188:39	_0	PA(PA)	
POmtg542_188:40	in	IN(IN)	in
POmtg542_188:41	a	DT(DT)	a
POmtg542_188:42	in	IN(IN)	in
POmtg542_188:43	a	DT(DT)	a
POmtg542_188:44	sense	NN(NN)	sense
POmtg542_188:45	like	DM(DM)/IN(IN)	like

POmtg542_189:1	all	RB(RB)	all
POmtg542_189:2	right	RB(RB)	right

POmtg542_190:1	yeah	RE(RE)	yeah
POmtg542_190:2	okay	RE(RE)	okay
POmtg542_190:3	that	DT(DT)	that
POmtg542_190:4	is	VBZ(VBZ)	be
POmtg542_190:5	not	RB(RB)	not
POmtg542_190:6	on	IN(IN)	on

POmtg542_191:1	and	CC(CC)	and
POmtg542_191:2	what	WP(WP)	what
POmtg542_191:3	's	VBS(VBS)	be
POmtg542_191:4	here	RB(RB)	here
POmtg542_191:5	we	PP(PP)	we
POmtg542_191:6	're	VBP(VBP)	be
POmtg542_191:7	that	DT(DT)/IN(IN)	that
POmtg542_191:8	that	DT(DT)	that
POmtg542_191:9	that	DT(DT)	that
POmtg542_191:10	is	VBZ(VBZ)	be
POmtg542_191:11	legal	JJ(JJ)	legal
POmtg542_191:12	person	NN(NN)	person

POmtg542_192:1	oh	UH(UH)	oh
POmtg542_192:2	yeah	RE(RE)	yeah

POmtg542_193:1	ok-	XX(XX)	

POmtg542_194:1	yes	RE(RE)	yes

POmtg542_195:1	that	DT(DT)	that
POmtg542_195:2	's	VBS(VBS)	be
POmtg542_195:3	right	JJ(JJ)	right
POmtg542_195:4	_0	PA(PA)	

POmtg542_196:1	an	DT(DT)	a
POmtg542_196:2	expert	NN(NN)	expert
POmtg542_196:3	panel	NN(NN)	panel
POmtg542_196:4	for	IN(IN)	for
