POwgd449_1:1	language	NN(NN)	language
POwgd449_219:1	well	DM(DM)	well

POwgd449_220:1	i	PP(PP)	i
POwgd449_220:2	do	VVP(VVP)	do
POwgd449_220:3	n't	RB(RB)	not
POwgd449_220:4	like	VV(VV)	like
POwgd449_220:5	them	PP(PP)	they
POwgd449_220:6	_0	PA(PA)	
POwgd449_220:7	sorry	FI(FI)	sorry

POwgd449_221:1	i	PP(PP)	i
POwgd449_221:2	was	VBD(VBD)	be
POwgd449_221:3	doing	VVG(VVG)	do
POwgd449_221:4	business	NN(NN)	business
POwgd449_221:5	for	IN(IN)	for
POwgd449_221:6	the	DT(DT)	the
POwgd449_221:7	_0	PA(PA)	

POwgd449_222:1	it	PP(PP)	it
POwgd449_222:2	's	VBS(VBS)	be
POwgd449_222:3	a	DT(DT)	a
POwgd449_222:4	personal	JJ(JJ)	personal
POwgd449_222:5	opinion	NN(NN)	opinion

POwgd449_223:1	presentation	NN(NN)	presentation
POwgd449_223:2	of	IN(IN)	of
POwgd449_223:3	the	DT(DT)	the
POwgd449_223:4	campaign	NN(NN)	campaign

POwgd449_224:1	no	RE(RE)	no
POwgd449_224:2	no	RE(RE)	no
POwgd449_224:3	no	RE(RE)	no
POwgd449_224:4	_0	PA(PA)	
POwgd449_224:5	what	WP(WP)	what
POwgd449_224:6	i	PP(PP)	i
POwgd449_224:7	what	WP(WP)	what
POwgd449_224:8	i	PP(PP)	i
POwgd449_224:9	meant	VVD(VVD)	mean
POwgd449_224:10	was	VBD(VBD)	be
POwgd449_224:11	that	IN(IN)	that
POwgd449_224:12	_0	PA(PA)	
POwgd449_224:13	you	PP(PP)	you
POwgd449_224:14	you	PP(PP)	you
POwgd449_224:15	may	MD(MD)	may
POwgd449_224:16	say	VV(VV)	say
POwgd449_224:17	_0	PA(PA)	
POwgd449_224:18	that	IN(IN)	that
POwgd449_224:19	you	PP(PP)	you
POwgd449_224:20	are	VBP(VBP)	be
POwgd449_224:21	the	DT(DT)	the
POwgd449_224:22	partners	NNS(NNS)	partner
POwgd449_224:23	_0	PA(PA)	
POwgd449_224:24	i	PP(DM)	i
POwgd449_224:25	mean	VVP(DM)	mean
POwgd449_224:26	what	WP(WP)	what
POwgd449_224:27	i	PP(PP)	i
POwgd449_224:28	had	VHD(VHD)	have
POwgd449_224:29	on	IN(IN)	on
POwgd449_224:30	mind	NN(NN)	mind
POwgd449_224:31	was	VBD(VBD)	be
POwgd449_224:32	something	NN(NN)	something
POwgd449_224:33	else	RB(RB)	else
POwgd449_224:34	_0	PA(PA)	
POwgd449_224:35	to	TO(TO)	to
POwgd449_224:36	present	VV(VV)	present
POwgd449_224:37	some	DT(DT)	some
POwgd449_224:38	facts	NNS(NNS)	fact
POwgd449_224:39	about	IN(IN)	about
POwgd449_224:40	this	DT(DT)	this
POwgd449_224:41	project	NN(NN)	project
POwgd449_224:42	that	PRE(PRE)	that
POwgd449_224:43	already	RB(RB)	already
POwgd449_224:44	they	PP(PP)	they
POwgd449_224:45	have	VHP(VHP)	have
POwgd449_224:46	already	RB(RB)	already
POwgd449_224:47	been	VBN(VBN)	be
POwgd449_224:48	done	VVN(VVN)	do
POwgd449_224:49	_1	PA(PA)	

POwgd449_225:1	erm	UH(UH)	erm
POwgd449_225:2	you	PP(PP)	you
POwgd449_225:3	mean	VVP(VVP)	mean
POwgd449_225:4	_0	PA(PA)	

POwgd449_226:1	this	DT(DT)	this
POwgd449_226:2	was	VBD(VBD)	be

POwgd449_227:1	what	WP(WP)	what
POwgd449_227:2	what	WP(WP)	what
POwgd449_227:3	's	VBS(VBS)	be
POwgd449_227:4	other	JJ(JJ)	other
POwgd449_227:5	parts	NNS(NNS)	part
POwgd449_227:6	have	VHP(VHP)	have
POwgd449_227:7	done	VVN(VVN)	do
POwgd449_227:8	is	VBZ(VBZ)	be

POwgd449_228:1	yes	RE(RE)	yes

POwgd449_229:1	to	TO(TO)	to
POwgd449_229:2	convince	VV(VV)	convince
POwgd449_229:3	erm	UH(UH)	erm
POwgd449_229:4	_0	PA(PA)	
POwgd449_229:5	media	NN(NN)	media
POwgd449_229:6	for	RB(RB)	for
POwgd449_229:7	example	RB(RB)	example

POwgd449_230:1	yes	RE(RE)	yes

POwgd449_231:1	yes	RE(RE)	yes
POwgd449_231:2	_0	PA(PA)	
POwgd449_231:3	so	DM(DM)	so
POwgd449_231:4	_1	PA(PA)	
POwgd449_231:5	this	DT(DT)	this
POwgd449_231:6	is	VBZ(VBZ)	be
POwgd449_231:7	what	WP(WP)	what
POwgd449_231:8	we	PP(PP)	we
POwgd449_231:9	're	VBP(VBP)	be
POwgd449_231:10	doing	VVG(VVG)	do
POwgd449_231:11	now	RB(RB)	now
POwgd449_231:12	but	CC(CC)	but
POwgd449_231:13	er	UH(UH)	er
POwgd449_231:14	it	PP(PP)	it
POwgd449_231:15	is	VBZ(VBZ)	be
POwgd449_231:16	er	UH(UH)	er

POwgd449_232:1	yeah	RE(RE)	yeah
POwgd449_232:2	but	CC(CC)	but
POwgd449_232:3	er	UH(UH)	er
POwgd449_232:4	_0	PA(PA)	
POwgd449_232:5	that	DT(DT)	that
POwgd449_232:6	that	DT(DT)	that
POwgd449_232:7	could	MD(MD)	can
POwgd449_232:8	that	DT(DT)	that
POwgd449_232:9	could	MD(MD)	can
POwgd449_232:10	be	VB(VB)	be
POwgd449_232:11	that	DT(DT)	that
POwgd449_232:12	could	MD(MD)	can
POwgd449_232:13	be	VB(VB)	be
POwgd449_232:14	that	DT(DT)	that
POwgd449_232:15	could	MD(MD)	can
POwgd449_232:16	be	VB(VB)	be
POwgd449_232:17	included	VVN(VVN)	include
POwgd449_232:18	and	CC(CC)	and
POwgd449_232:19	be	VB(VB)	be
POwgd449_232:20	informed	VVN(VVN)	inform
POwgd449_232:21	in	IN(IN)	in
POwgd449_232:22	the	DT(DT)	the
POwgd449_232:23	approach	NN(NN)	approach
POwgd449_232:24	you	PP(PP)	you
POwgd449_232:25	mean	VVP(VVP)	mean
POwgd449_232:26	there	RB(RB)	there
POwgd449_232:27	_0	PA(PA)	

POwgd449_233:1	partners	NNS(NNS)	partner

POwgd449_234:1	so	DM(DM)	so
POwgd449_234:2	_0	PA(PA)	

POwgd449_235:1	well	DM(DM)	well
POwgd449_235:2	what	WP(WP)	what
POwgd449_235:3	i	PP(PP)/PP(DM)	i
POwgd449_235:4	mean	VVP(VVP)/VVP(DM)	mean

POwgd449_236:1	well	DM(DM)	well

POwgd449_237:1	describe	VV(VV)	describe

POwgd449_238:1	i	PP(PP)	i
POwgd449_238:2	will	MD(MD)	will
POwgd449_238:3	just	RB(RB)	just
POwgd449_238:4	go	VV(VV)	go
POwgd449_238:5	and	CC(CC)	and
POwgd449_238:6	tell	VV(VV)	tell
POwgd449_238:7	them	PP(PP)	they
POwgd449_238:8	and	CC(CC)	and
POwgd449_238:9	give	VV(VV)	give
POwgd449_238:10	them	PP(PP)	they
POwgd449_238:11	the	DT(DT)	the
POwgd449_238:12	xx	UNI(UNI)	
POwgd449_238:13	_2	PA(PA)	

POwgd449_239:1	we	PP(PP)	we
POwgd449_239:2	need	VVP(VVP)	need
POwgd449_239:3	to	TO(TO)	to
POwgd449_239:4	think	VV(VV)	think
POwgd449_239:5	about	IN(IN)	about
POwgd449_239:6	_0	PA(PA)	
POwgd449_239:7	erm	UH(UH)	erm
POwgd449_239:8	this	DT(DT)	this
POwgd449_239:9	is	VBZ(VBZ)	be
POwgd449_239:10	all	DT(DT)	all
POwgd449_239:11	before	IN(IN)	before
POwgd449_239:12	the	DT(DT)	the
POwgd449_239:13	event	NN(NN)	event
POwgd449_239:14	_0	PA(PA)	

POwgd449_240:1	after	IN(IN)	after

POwgd449_241:1	like	DM(DM)	like
POwgd449_241:2	s-	XX(XX)	
POwgd449_241:3	like	DM(DM)	like
POwgd449_241:4	something	NN(NN)	something
POwgd449_241:5	after	IN(IN)	after
POwgd449_241:6	the	DT(DT)	the
POwgd449_241:7	event	NN(NN)	event

POwgd449_242:1	yeah	RE(RE)	yeah
POwgd449_242:2	_3	PA(PA)	
POwgd449_242:3	hope	VVP(VVP)	hope
POwgd449_242:4	that	IN(IN)	that
POwgd449_242:5	the	DT(DT)	the
POwgd449_242:6	media	NN(NN)	media

POwgd449_243:1	yeah	RE(RE)	yeah

POwgd449_244:1	the	DT(DT)	the
POwgd449_244:2	postcards	NNS(NNS)	postcard
POwgd449_244:3	_0	PA(PA)	
POwgd449_244:4	the	DT(DT)	the
POwgd449_244:5	postcards	NNS(NNS)	postcard

POwgd449_245:1	i	PP(PP)	i
POwgd449_245:2	know	VVP(VVP)	know
POwgd449_245:3	_0	PA(PA)	
POwgd449_245:4	that	DT(DT)	that
POwgd449_245:5	's	VBS(VBS)	be
POwgd449_245:6	all	DT(DT)	all

POwgd449_246:1	yeah	RE(RE)	yeah
POwgd449_246:2	that	DT(DT)	that
POwgd449_246:3	's	VBS(VBS)	be
POwgd449_246:4	very	RB(RB)	very
POwgd449_246:5	nice	JJ(JJ)	nice

POwgd449_247:1	that	DT(DT)	that
POwgd449_247:2	's	VBS(VBS)	be
POwgd449_247:3	all	DT(DT)	all
POwgd449_247:4	leaflet	NN(NN)	leaflet
POwgd449_247:5	posters	NNS(NNS)	poster
POwgd449_247:6	postcards	NNS(NNS)	postcard
POwgd449_247:7	_2	PA(PA)	
POwgd449_247:8	erm	UH(UH)	erm
POwgd449_247:9	_1	PA(PA)	
POwgd449_247:10	what	WP(WP)	what
POwgd449_247:11	can	MD(MD)	can
POwgd449_247:12	you	PP(PP)	you
POwgd449_247:13	what	WP(WP)	what
POwgd449_247:14	_0	PA(PA)	
POwgd449_247:15	what	WP(WP)	what
POwgd449_247:16	can	MD(MD)	can
POwgd449_247:17	you	PP(PP)	you
POwgd449_247:18	still	RB(RB)	still
POwgd449_247:19	do	VV(VV)	do
POwgd449_247:20	afterwards	RB(RB)	afterwards
POwgd449_247:21	_0	PA(PA)	
POwgd449_247:22	once	RB(RB)	once
POwgd449_247:23	once	RB(RB)	once
POwgd449_247:24	your	PP$(PP$)	you
POwgd449_247:25	event	NN(NN)	event
POwgd449_247:26	has	VHZ(VHZ)	have
POwgd449_247:27	taken	VVN(VVN)	take
POwgd449_247:28	place	NN(NN)	place
POwgd449_247:29	_4	PA(PA)	

POwgd449_248:1	er	UH(UH)	er
POwgd449_248:2	afterwards	RB(RB)	afterwards
POwgd449_248:3	_3	PA(PA)	

POwgd449_249:1	well	DM(DM)	well
POwgd449_249:2	you	PP(PP)	you
POwgd449_249:3	could	MD(MD)	can
POwgd449_249:4	you	PP(PP)	you
POwgd449_249:5	could	MD(MD)	can
POwgd449_249:6	_0	PA(PA)	
POwgd449_249:7	if	IN(IN)	if
POwgd449_249:8	if	IN(IN)	if
POwgd449_249:9	no	DT(DT)	no
POwgd449_249:10	newspaper	NN(NN)	newspaper
POwgd449_249:11	had	VHD(VHD)	have
POwgd449_249:12	sent	VVN(VVN)	send
POwgd449_249:13	_1	PA(PA)	
POwgd449_249:14	erm	UH(UH)	erm
POwgd449_249:15	ha-	XX(XX)	
POwgd449_249:16	had	VHD(VHD)	have
POwgd449_249:17	had	VHD(VHD)	have
POwgd449_249:18	covered	VVN(VVN)	cover
POwgd449_249:19	it	PP(PP)	it
POwgd449_249:20	you	PP(PP)	you
POwgd449_249:21	you	PP(PP)	you
POwgd449_249:22	could	MD(MD)	can
POwgd449_249:23	write	VV(VV)	write
POwgd449_249:24	a	DT(DT)	a
POwgd449_249:25	little	JJ(JJ)	little
POwgd449_249:26	report	NN(NN)	report
POwgd449_249:27	on	IN(IN)	on
POwgd449_249:28	your	PP$(PP$)	you
POwgd449_249:29	own	JJ(JJ)	own

POwgd449_250:1	yeah	RE(RE)	yeah
POwgd449_250:2	debates	NNS(NNS)	debate

POwgd449_251:1	and	CC(CC)	and
POwgd449_251:2	then	RB(RB)	then
POwgd449_251:3	_0	PA(PA)	

POwgd449_252:1	send	VV(VV)	send
POwgd449_252:2	it	PP(PP)	it
POwgd449_252:3	there	RB(RB)	there

POwgd449_253:1	send	VV(VV)	send
POwgd449_253:2	it	PP(PP)	it
POwgd449_253:3	out	RP(RP)	out
POwgd449_253:4	to	IN(IN)	to
POwgd449_253:5	your	PP$(PP$)	you
POwgd449_253:6	mailing	VVG(NN)	mail/mailing
POwgd449_253:7	list	NN(NN)	list
POwgd449_253:8	again	RB(RB)	again
POwgd449_253:9	and	CC(CC)	and
POwgd449_253:10	maybe	RB(RB)	maybe
POwgd449_253:11	the	DT(DT)	the
POwgd449_253:12	next	JJ(JJ)	next
POwgd449_253:13	time	NN(NN)	time
POwgd449_253:14	_0	PA(PA)	
POwgd449_253:15	i	PP(PP)	i
POwgd449_253:16	will	MD(MD)	will
POwgd449_253:17	_0	PA(PA)	
POwgd449_253:18	there	EX(EX)	there
POwgd449_253:19	will	MD(MD)	will
POwgd449_253:20	be	VB(VB)	be
POwgd449_253:21	an	DT(DT)	a
POwgd449_253:22	income	NN(NN)	income
POwgd449_253:23	_3	PA(PA)	

POwgd449_254:1	yeah	RE(RE)	yeah
POwgd449_254:2	be-	XX(XX)	
POwgd449_254:3	because	IN(IN)	because
POwgd449_254:4	you	PP(PP)	you
POwgd449_254:5	have	VHP(VHP)	have
POwgd449_254:6	already	RB(RB)	already
POwgd449_254:7	the	DT(DT)	the
POwgd449_254:8	mailing	VVG(NN)	mail/mailing
POwgd449_254:9	list	NN(NN)	list
POwgd449_254:10	and	CC(CC)	and

POwgd449_255:1	yeah	RE(RE)	yeah

POwgd449_256:1	and	CC(CC)	and
POwgd449_256:2	you	PP(PP)	you
POwgd449_256:3	can	MD(MD)	can
POwgd449_256:4	do	VV(VV)	do

POwgd449_257:1	to	TO(TO)	to
POwgd449_257:2	make	VV(VV)	make
POwgd449_257:3	an	DT(DT)	a
POwgd449_257:4	exhibition	NN(NN)	exhibition
POwgd449_257:5	er	UH(UH)	er
POwgd449_257:6	or	CC(CC)	or
POwgd449_257:7	above	IN(IN)	above
POwgd449_257:8	_0	PA(PA)	
POwgd449_257:9	or	CC(CC)	or
POwgd449_257:10	advertise	VV(VV)	advertise
POwgd449_257:11	something	NN(NN)	something

POwgd449_258:1	that	DT(DT)	that
POwgd449_258:2	's	VBS(VBS)	be
POwgd449_258:3	a	DT(DT)	a
POwgd449_258:4	presentation	NN(NN)	presentation
POwgd449_258:5	well	DM(DM)	well
POwgd449_258:6	that	DT(DT)	that
POwgd449_258:7	's	VBS(VBS)	be

POwgd449_259:1	no	RE(RE)	no
POwgd449_259:2	no	RE(RE)	no
POwgd449_259:3	no	RE(RE)	no
POwgd449_259:4	to	TO(TO)	to
POwgd449_259:5	put	VV(VV)	put
POwgd449_259:6	it	PP(PP)	it
POwgd449_259:7	on	IN(IN)	on
POwgd449_259:8	the	DT(DT)	the
POwgd449_259:9	web	NN(NN)	web
POwgd449_259:10	i	PP(PP)	i
POwgd449_259:11	er	UH(UH)	er
POwgd449_259:12	we	PP(PP)	we
POwgd449_259:13	have	VHP(VHP)	have
POwgd449_259:14	like	DM(DM)	like
POwgd449_259:15	er	UH(UH)	er
POwgd449_259:16	like	DM(DM)	like
POwgd449_259:17	a	DT(DT)	a
POwgd449_259:18	picture	NN(NN)	picture
POwgd449_259:19	big	JJ(JJ)	big
POwgd449_259:20	picture	NN(NN)	picture
POwgd449_259:21	and	CC(CC)	and
POwgd449_259:22	to	TO(TO)	to
POwgd449_259:23	put	VV(VV)	put
POwgd449_259:24	it	PP(PP)	it
POwgd449_259:25	there	RB(RB)	there
POwgd449_259:26	_0	PA(PA)	

POwgd449_260:1	oh	UH(UH)	oh
POwgd449_260:2	well	DM(DM)	well
POwgd449_260:3	er	UH(UH)	er
POwgd449_260:4	n-n	RE(RE)	n-n
POwgd449_260:5	n-n	RE(RE)	n-n
POwgd449_260:6	n-n	RE(RE)	n-n
POwgd449_260:7	n-n	RE(RE)	n-n
POwgd449_260:8	xx	UNI(UNI)	
POwgd449_260:9	_0	PA(PA)	
POwgd449_260:10	oh	UH(UH)	oh
POwgd449_260:11	yes	RE(RE)	yes
POwgd449_260:12	of	RB(RB)	of
POwgd449_260:13	course	RB(RB)	course

POwgd449_261:1	this	DT(DT)	this
POwgd449_261:2	are	VBP(VBP)	be
POwgd449_261:3	_1	PA(PA)	
POwgd449_261:4	what	WP(WP)	what
POwgd449_261:5	we	PP(PP)	we
POwgd449_261:6	have	VHP(VHP)	have
POwgd449_261:7	done	VVN(VVN)	do
POwgd449_261:8	up	RB(RB)	up
POwgd449_261:9	to	IN(IN)	to
POwgd449_261:10	now	RB(RB)	now
POwgd449_261:11	_0	PA(PA)	
POwgd449_261:12	and	CC(CC)	and
POwgd449_261:13	we	PP(PP)	we
POwgd449_261:14	have	VHP(VHP)	have
POwgd449_261:15	it	PP(PP)	it
POwgd449_261:16	in	IN(IN)	in
POwgd449_261:17	the	DT(DT)	the
POwgd449_261:18	schools	NNS(NNS)	school
POwgd449_261:19	_0	PA(PA)	
POwgd449_261:20	they	PP(PP)	they
POwgd449_261:21	have	VHP(VHP)	have
POwgd449_261:22	done	VVN(VVN)	do
POwgd449_261:23	two	CD(CD)	two
POwgd449_261:24	projects	NNS(NNS)	project
POwgd449_261:25	and	CC(CC)	and
POwgd449_261:26	_0	PA(PA)	
POwgd449_261:27	they	PP(PP)	they
POwgd449_261:28	present	VVP(VVP)	present
POwgd449_261:29	that	DT(DT)	that
POwgd449_261:30	what	WP(WP)	what
POwgd449_261:31	they	PP(PP)	they
POwgd449_261:32	have	VHP(VHP)	have
POwgd449_261:33	done	VVN(VVN)	do
POwgd449_261:34	in	IN(IN)	in
POwgd449_261:35	that	DT(DT)	that
POwgd449_261:36	one	NN(NN)	one
POwgd449_261:37	and	CC(CC)	and
POwgd449_261:38	there	RB(RB)	there
POwgd449_261:39	_5	PA(PA)	

POwgd449_262:1	it	PP(PP)	it
POwgd449_262:2	would	MD(MD)	will
POwgd449_262:3	be	VB(VB)	be
POwgd449_262:4	interesting	JJ(JJ)	interesting
POwgd449_262:5	probably	RB(RB)	probably
POwgd449_262:6	_0	PA(PA)	
POwgd449_262:7	er	UH(UH)	er
POwgd449_262:8	but	CC(CC)	but
POwgd449_262:9	now	RB(RB)	now
POwgd449_262:10	i	PP(PP)	i
POwgd449_262:11	'm	VBP(VBP)	be
POwgd449_262:12	i	PP(PP)	i
POwgd449_262:13	'm	VBP(VBP)	be
POwgd449_262:14	just	RB(RB)	just
POwgd449_262:15	remembering	VVG(VVG)	remember
POwgd449_262:16	with	IN(IN)	with
POwgd449_262:17	certainty	NN(NN)	certainty
POwgd449_262:18	_0	PA(PA)	
POwgd449_262:19	to	TO(TO)	to
POwgd449_262:20	you	PP(DM)	you
POwgd449_262:21	know	VVP(DM)	know
POwgd449_262:22	_0	PA(PA)	
POwgd449_262:23	you	PP(PP)	you
POwgd449_262:24	can	MD(MD)	can
POwgd449_262:25	can	MD(MD)	can
POwgd449_262:26	you	PP(PP)	you
POwgd449_262:27	can	MD(MD)	can
POwgd449_262:28	_0	PA(PA)	
POwgd449_262:29	go	VV(VV)	go
POwgd449_262:30	on	IN(IN)	on
POwgd449_262:31	the	DT(DT)	the
POwgd449_262:32	internet	NN(NN)	internet
POwgd449_262:33	and	CC(CC)	and
POwgd449_262:34	xx	UNI(UNI)	
POwgd449_262:35	xx	UNI(UNI)	
POwgd449_262:36	xx	UNI(UNI)	
POwgd449_262:37	_0	PA(PA)	
POwgd449_262:38	websites	NNS(NNS)	website

POwgd449_263:1	hm	RE(RE)	hm

POwgd449_264:1	of	IN(IN)	of
POwgd449_264:2	xxxx	UNI(UNI)	

POwgd449_265:1	yeah	RE(RE)	yeah
POwgd449_265:2	_0	PA(PA)	
POwgd449_265:3	ah	UH(UH)	ah
POwgd449_265:4	yes	RE(RE)	yes

POwgd449_266:1	send	VV(VV)	send
POwgd449_266:2	them	PP(PP)	they
POwgd449_266:3	like	DM(DM)	like
POwgd449_266:4	a	DT(DT)	a
POwgd449_266:5	newsletter	NN(NN)	newsletter
POwgd449_266:6	_0	PA(PA)	
POwgd449_266:7	talking	VVG(VVG)	talk
POwgd449_266:8	about	IN(IN)	about
POwgd449_266:9	the	DT(DT)	the
POwgd449_266:10	event	NN(NN)	event

POwgd449_267:1	oh	UH(UH)	oh
POwgd449_267:2	yeah	RE(RE)	yeah
POwgd449_267:3	you	PP(PP)	you
POwgd449_267:4	can	MD(MD)	can
POwgd449_267:5	do	VV(VV)	do
POwgd449_267:6	that	DT(DT)	that

POwgd449_268:1	you	PP(PP)	you
POwgd449_268:2	see	VVP(VVP)	see
POwgd449_268:3	they	PP(PP)	they
POwgd449_268:4	put	VVD(VVD)	put
POwgd449_268:5	something	NN(NN)	something
POwgd449_268:6	there	RB(RB)	there
POwgd449_268:7	_0	PA(PA)	
POwgd449_268:8	you	PP(DM)	you
POwgd449_268:9	know	VVP(DM)	know

POwgd449_269:1	ah	UH(UH)	ah

POwgd449_270:1	just	RB(RB)	just

POwgd449_271:1	ah	UH(UH)	ah

POwgd449_272:1	like	DM(DM)	like
POwgd449_272:2	even	IN(IN)	even
POwgd449_272:3	if	IN(IN)	if
POwgd449_272:4	it	PP(PP)	it
POwgd449_272:5	's	VBS(VBS)	be
POwgd449_272:6	a	DT(DT)	a
POwgd449_272:7	small	JJ(JJ)	small
POwgd449_272:8	article	NN(NN)	article

POwgd449_273:1	yeah	RE(RE)	yeah

POwgd449_274:1	it	PP(PP)	it
POwgd449_274:2	it	PP(PP)	it

POwgd449_275:1	there	EX(EX)	there
POwgd449_275:2	's	VBS(VBS)	be
POwgd449_275:3	something	NN(NN)	something

POwgd449_276:1	xx	UNI(UNI)	
POwgd449_276:2	just	RB(RB)	just
POwgd449_276:3	_0	PA(PA)	
POwgd449_276:4	do	VV(VV)	do
POwgd449_276:5	it	PP(PP)	it
POwgd449_276:6	in	IN(IN)	in
POwgd449_276:7	the	DT(DT)	the
POwgd449_276:8	_0	PA(PA)	
POwgd449_276:9	news	NN(NN)	news

POwgd449_277:1	imagine	VV(VV)	imagine
POwgd449_277:2	one	CD(CD)	one
POwgd449_277:3	hour	NN(NN)	hour
POwgd449_277:4	you	PP(PP)	you
POwgd449_277:5	will	MD(MD)	will
POwgd449_277:6	do	VV(VV)	do
POwgd449_277:7	something	NN(NN)	something
POwgd449_277:8	in	IN(IN)	in
POwgd449_277:9	_0	PA(PA)	
POwgd449_277:10	in	IN(IN)	in

POwgd449_278:1	let	VV(VV)	let
POwgd449_278:2	let	VV(VV)	let
POwgd449_278:3	me	PP(PP)	i
POwgd449_278:4	tell	VV(VV)	tell
POwgd449_278:5	you	PP(PP)	you
POwgd449_278:6	one	CD(CD)	one
POwgd449_278:7	a_[name2]	NP(NP)	
POwgd449_278:8	company	NN(NN)	company
POwgd449_278:9	asked	VVD(VVD)	ask
POwgd449_278:10	us	PP(PP)	we
POwgd449_278:11	to	TO(TO)	to
POwgd449_278:12	do	VV(VV)	do
POwgd449_278:13	from	IN(IN)	from
POwgd449_278:14	croatia	NP(NP)	croatia
POwgd449_278:15	says	VVZ(VVZ)	say

POwgd449_279:1	xxx	UNI(UNI)	
POwgd449_279:2	just	RB(RB)	just
POwgd449_279:3	like	UNK(UNK)	like
POwgd449_279:4	this	DT(DT)	this
POwgd449_279:5	time	NN(NN)	time

POwgd449_280:1	you	PP(PP)	you
POwgd449_280:2	can	MD(MD)	can
POwgd449_280:3	go	VV(VV)	go
POwgd449_280:4	first	RB(RB)	first
POwgd449_280:5	_0	PA(PA)	
POwgd449_280:6	we	PP(PP)	we
POwgd449_280:7	are	VBP(VBP)	be
POwgd449_280:8	talking	VVG(VVG)	talk
POwgd449_280:9	about	IN(IN)	about
POwgd449_280:10	the	DT(DT)	the
POwgd449_280:11	internet	NN(NN)	internet
POwgd449_280:12	and	CC(CC)	and

POwgd449_281:1	yes	RE(RE)	yes

POwgd449_282:1	it	PP(PP)	it
POwgd449_282:2	's	VBS(VBS)	be
POwgd449_282:3	very	RB(RB)	very
POwgd449_282:4	confusing	JJ(JJ)	confusing
POwgd449_282:5	to	TO(TO)	to
POwgd449_282:6	have	VH(VH)	have
POwgd449_282:7	several	JJ(JJ)	several
POwgd449_282:8	xx	UNI(UNI)	

POwgd449_283:1	xx	UNI(UNI)	
POwgd449_283:2	xxx	UNI(UNI)	
POwgd449_283:3	xx	UNI(UNI)	
POwgd449_283:4	xx	UNI(UNI)	
POwgd449_283:5	i	PP(PP)	i
POwgd449_283:6	do	VVP(VVP)	do
POwgd449_283:7	n't	RB(RB)	not
POwgd449_283:8	want	VV(VV)	want

POwgd449_284:1	you	PP(PP)	you
POwgd449_284:2	can	MD(MD)	can
POwgd449_284:3	imagine	VV(VV)	imagine
POwgd449_284:4	_0	PA(PA)	
POwgd449_284:5	you	PP(DM)	you
POwgd449_284:6	know	VVP(DM)	know
POwgd449_284:7	_0	PA(PA)	
POwgd449_284:8	usually	RB(RB)	usually
POwgd449_284:9	those	DT(DT)	those
POwgd449_284:10	kind	NN(NN)	kind
POwgd449_284:11	of	IN(IN)	of
POwgd449_284:12	things	NNS(NNS)	thing
POwgd449_284:13	of	IN(IN)	of
POwgd449_284:14	people	NNS(NNS)	people
POwgd449_284:15	from	IN(IN)	from
POwgd449_284:16	different	JJ(JJ)	different
POwgd449_284:17	countries	NNS(NNS)	country
POwgd449_284:18	_2	PA(PA)	
POwgd449_284:19	and	CC(CC)	and
POwgd449_284:20	imagine	VV(VV)	imagine
POwgd449_284:21	ah	UH(UH)	ah
POwgd449_284:22	it	PP(PP)	it
POwgd449_284:23	could	MD(MD)	can
POwgd449_284:24	be	VB(VB)	be
POwgd449_284:25	interesting	JJ(JJ)	interesting
POwgd449_284:26	to	TO(TO)	to
POwgd449_284:27	to	TO(TO)	to
POwgd449_284:28	see	VV(VV)	see
POwgd449_284:29	how	WRB(WRB)	how
POwgd449_284:30	is	VBZ(VBZ)	be
POwgd449_284:31	and	CC(CC)	and
POwgd449_284:32	there	EX(EX)	there
POwgd449_284:33	was	VBD(VBD)	be
POwgd449_284:34	an	DT(DT)	a
POwgd449_284:35	event	NN(NN)	event
POwgd449_284:36	close	RB(RB)	close
POwgd449_284:37	to	IN(IN)	to
POwgd449_284:38	one	CD(CD)	one
POwgd449_284:39	of	IN(IN)	of
POwgd449_284:40	the	DT(DT)	the
POwgd449_284:41	party	NN(NN)	party
POwgd449_284:42	people	NNS(NNS)	people
POwgd449_284:43	and	CC(CC)	and

POwgd449_285:1	yeah	RE(RE)	yeah

POwgd449_286:1	and	CC(CC)	and
POwgd449_286:2	they	PP(PP)	they
POwgd449_286:3	will	MD(MD)	will
POwgd449_286:4	go	VV(VV)	go
POwgd449_286:5	there	RB(RB)	there
POwgd449_286:6	_2	PA(PA)	
POwgd449_286:7	cos	IN(IN)	cos
POwgd449_286:8	we	PP(PP)	we
POwgd449_286:9	have	VHP(VHP)	have
POwgd449_286:10	to	TO(TO)	to
POwgd449_286:11	use	VV(VV)	use
POwgd449_286:12	both	DT(DT)	both
POwgd449_286:13	of	IN(IN)	of
POwgd449_286:14	them	PP(PP)	they
POwgd449_286:15	right	DM(DM)/RB(RB)	right
POwgd449_286:16	xxxxx	UNI(UNI)	

POwgd449_287:1	yeah	RE(RE)	yeah
POwgd449_287:2	_0	PA(PA)	
POwgd449_287:3	because	IN(IN)	because
POwgd449_287:4	yeah	RE(RE)	yeah

POwgd449_288:1	and	CC(CC)	and
POwgd449_288:2	probably	RB(RB)	probably
POwgd449_288:3	in	IN(IN)	in
POwgd449_288:4	some	DT(DT)	some
POwgd449_288:5	places	NNS(NNS)	place
