POmtg316_1:1	let	VV(VV)	let
POmtg316_444:13	smaller	JJR(JJR)	small
POmtg316_444:14	group	NN(NN)	group
POmtg316_444:15	er	UH(UH)	er

POmtg316_445:1	mhm	RE(RE)	mhm

POmtg316_446:1	who	PRE(PRE)	who
POmtg316_446:2	will	MD(MD)	will
POmtg316_446:3	be	VB(VB)	be
POmtg316_446:4	able	JJ(JJ)	able
POmtg316_446:5	x	UNI(UNI)	
POmtg316_446:6	to	TO(TO)	to
POmtg316_446:7	xx	UNI(UNI)	

POmtg316_447:1	mhm	RE(RE)	mhm

POmtg316_448:1	also	RB(RB)	also
POmtg316_448:2	waiting	VVG(VVG)	wait
POmtg316_448:3	for	IN(IN)	for
POmtg316_448:4	some	DT(DT)	some
POmtg316_448:5	responses	NNS(NNS)	response
POmtg316_448:6	perhaps	RB(RB)	perhaps
POmtg316_448:7	er	UH(UH)	er
POmtg316_448:8	_0	PA(PA)	
POmtg316_448:9	not	RB(RB)	not
POmtg316_448:10	only	RB(RB)	only
POmtg316_448:11	_0	PA(PA)	
POmtg316_448:12	from	IN(IN)	from
POmtg316_448:13	tomorrow	RB(RB)	tomorrow
POmtg316_448:14	but	CC(CC)	but
POmtg316_448:15	er	UH(UH)	er

POmtg316_449:1	mhm	RE(RE)	mhm
POmtg316_449:2	_0	PA(PA)	

POmtg316_450:1	in	IN(IN)	in
POmtg316_450:2	some	DT(DT)	some
POmtg316_450:3	period	NN(NN)	period
POmtg316_450:4	after	IN(IN)	after

POmtg316_451:1	mhm	RE(RE)	mhm

POmtg316_452:1	xxx	UNI(UNI)	

POmtg316_453:1	but	CC(CC)	but
POmtg316_453:2	of	RB(RB)	of
POmtg316_453:3	course	RB(RB)	course
POmtg316_453:4	course	NN(NN)	course
POmtg316_453:5	i	PP(PP)	i
POmtg316_453:6	i	PP(PP)	i
POmtg316_453:7	also	RB(RB)	also
POmtg316_453:8	regard	VVP(VVP)	regard
POmtg316_453:9	erm	UH(UH)	erm
POmtg316_453:10	us	PP(PP)	we
POmtg316_453:11	the	DT(DT)	the
POmtg316_453:12	group	NN(NN)	group
POmtg316_453:13	now	RB(RB)	now
POmtg316_453:14	as	IN(IN)	as
POmtg316_453:15	_0	PA(PA)	
POmtg316_453:16	er	UH(UH)	er
POmtg316_453:17	kind	NN(NN)	kind
POmtg316_453:18	of	IN(IN)	of
POmtg316_453:19	how	WRB(WRB)	how
POmtg316_453:20	can	MD(MD)	can
POmtg316_453:21	you	PP(PP)	you
POmtg316_453:22	call	VV(VV)	call
POmtg316_453:23	it	PP(PP)	it
POmtg316_453:24	as	IN(IN)	as
POmtg316_453:25	the	DT(DT)	the
POmtg316_453:26	specialists	NNS(NNS)	specialist
POmtg316_453:27	for	IN(IN)	for
POmtg316_453:28	this	DT(DT)	this
POmtg316_453:29	topic	NN(NN)	topic
POmtg316_453:30	now	RB(RB)	now
POmtg316_453:31	as	IN(IN)	as
POmtg316_453:32	we	PP(PP)	we
POmtg316_453:33	have	VHP(VHP)	have
POmtg316_453:34	and	CC(CC)	and
POmtg316_453:35	i	PP(DM)	i
POmtg316_453:36	mean	VVP(DM)	mean
POmtg316_453:37	not	RB(RB)	not
POmtg316_453:38	the	DT(DT)	the
POmtg316_453:39	specialists	NNS(NNS)	specialist
POmtg316_453:40	but	CC(CC)	but
POmtg316_453:41	we	PP(PP)	we
POmtg316_453:42	have	VHP(VHP)	have
POmtg316_453:43	worked	VVN(VVN)	work
POmtg316_453:44	_0	PA(PA)	

POmtg316_454:1	@@	LA(LA)	

POmtg316_455:1	x	UNI(UNI)	

POmtg316_457:1	on	IN(IN)	on
POmtg316_457:2	that	DT(DT)	that
POmtg316_457:3	and	CC(CC)	and
POmtg316_457:4	we	PP(PP)	we
POmtg316_457:5	have	VHP(VHP)	have
POmtg316_457:6	kind	RB(RB)	kind
POmtg316_457:7	of	RB(RB)	of
POmtg316_457:8	_0	PA(PA)	
POmtg316_457:9	provided	VVN(VVN)	provide
POmtg316_457:10	the	DT(DT)	the
POmtg316_457:11	basis	NN(NN)	basis
POmtg316_457:12	and	CC(CC)	and
POmtg316_457:13	we	PP(PP)	we
POmtg316_457:14	can	MD(MD)	can
POmtg316_457:15	_0	PA(PA)	
POmtg316_457:16	now	RB(RB)	now
POmtg316_457:17	maybe	RB(RB)	maybe
POmtg316_457:18	identify	VV(VV)	identify
POmtg316_457:19	just	RB(RB)	just
POmtg316_457:20	a	DT(DT)	a
POmtg316_457:21	couple	NN(NN)	couple
POmtg316_457:22	of	IN(IN)	of
POmtg316_457:23	means	NNS(NNS)	mean
POmtg316_457:24	or	CC(CC)	or
POmtg316_457:25	a	DT(DT)	a
POmtg316_457:26	couple	NN(NN)	couple
POmtg316_457:27	of	IN(IN)	of
POmtg316_457:28	_0	PA(PA)	
POmtg316_457:29	er	UH(UH)	er
POmtg316_457:30	ways	NNS(NNS)	way
POmtg316_457:31	how	WRB(WRB)	how
POmtg316_457:32	we	PP(PP)	we
POmtg316_457:33	see	VVP(VVP)	see
POmtg316_457:34	a	DT(DT)	a
POmtg316_457:35	possible	JJ(JJ)	possible
POmtg316_457:36	continuation	NN(NN)	continuation
POmtg316_457:37	of	IN(IN)	of
POmtg316_457:38	this	DT(DT)	this
POmtg316_457:39	project	NN(NN)	project

POmtg316_458:1	perhaps	RB(RB)	perhaps

POmtg316_459:1	perhaps	RB(RB)	perhaps
POmtg316_459:2	very	RB(RB)	very
POmtg316_459:3	very	RB(RB)	very
POmtg316_459:4	probably	RB(RB)	probably
POmtg316_459:5	_0	PA(PA)	

POmtg316_460:1	just	RB(RB)	just
POmtg316_460:2	xx	UNI(UNI)	

POmtg316_461:1	they	PP(PP)	they
POmtg316_461:2	will	MD(MD)	will
POmtg316_461:3	asks	VVZ(VV)	ask
POmtg316_461:4	us	PP(PP)	we
POmtg316_461:5	_0	PA(PA)	

POmtg316_462:1	xx	UNI(UNI)	

POmtg316_463:1	or	CC(CC)	or
POmtg316_463:2	perhaps	RB(RB)	perhaps
POmtg316_463:3	_0	PA(PA)	

POmtg316_464:1	yah	RE(RE)	yah
POmtg316_464:2	_1	PA(PA)	

POmtg316_465:1	a_[S1]	NP(NP)	
POmtg316_465:2	who	PRE(PRE)/WP(WP)	who
POmtg316_465:3	how	WRB(WRB)	how

POmtg316_466:1	how	WRB(WRB)	how

POmtg316_467:1	we	PP(PP)	we
POmtg316_467:2	imagine	VVP(VVP)	imagine
POmtg316_467:3	_0	PA(PA)	
POmtg316_467:4	what	WP(WP)	what
POmtg316_467:5	we	PP(PP)	we
POmtg316_467:6	propose	VVP(VVP)	propose
POmtg316_467:7	how	WRB(WRB)	how
POmtg316_467:8	to	TO(TO)	to
POmtg316_467:9	continue	VV(VV)	continue
POmtg316_467:10	_0	PA(PA)	
POmtg316_467:11	of	RB(RB)	of
POmtg316_467:12	course	RB(RB)	course
POmtg316_467:13	but	CC(CC)	but
POmtg316_467:14	er	UH(UH)	er
POmtg316_467:15	_0	PA(PA)	

POmtg316_468:1	mhm	RE(RE)	mhm

POmtg316_469:1	formally	RB(RB)	formally
POmtg316_469:2	xx	UNI(UNI)	
POmtg316_469:3	to	TO(TO)	to
POmtg316_469:4	say	VV(VV)	say
POmtg316_469:5	_0	PA(PA)	
POmtg316_469:6	it	PP(PP)	it
POmtg316_469:7	will	MD(MD)	will
POmtg316_469:8	be	VB(VB)	be
POmtg316_469:9	use-	XX(XX)	
POmtg316_469:10	useful	JJ(JJ)	useful
POmtg316_469:11	to	TO(TO)	to
POmtg316_469:12	_0	PA(PA)	
POmtg316_469:13	have	VH(VH)	have
POmtg316_469:14	some	DT(DT)	some
POmtg316_469:15	response	NN(NN)	response
POmtg316_469:16	some	DT(DT)	some
POmtg316_469:17	active	JJ(JJ)	active
POmtg316_469:18	response	NN(NN)	response
POmtg316_469:19	from	IN(IN)	from
POmtg316_469:20	others	NNS(NNS)	other
POmtg316_469:21	_0	PA(PA)	

POmtg316_470:1	yes	RE(RE)	yes

POmtg316_471:1	true	JJ(JJ)	true
POmtg316_471:2	_0	PA(PA)	
POmtg316_471:3	mhm	RE(RE)	mhm

POmtg316_472:1	some	DT(DT)	some
POmtg316_472:2	suggestions	NNS(NNS)	suggestion
POmtg316_472:3	_0	PA(PA)	
POmtg316_472:4	xx	UNI(UNI)	
POmtg316_472:5	for	IN(IN)	for
POmtg316_472:6	tomorrow	RB(RB)	tomorrow
POmtg316_472:7	and	CC(CC)	and
POmtg316_472:8	then	RB(RB)	then
POmtg316_472:9	to	TO(TO)	to
POmtg316_472:10	_0	PA(PA)	

POmtg316_473:1	mhm	RE(RE)	mhm

POmtg316_474:1	mhm	RE(RE)	mhm

POmtg316_475:1	mhm	RE(RE)	mhm

POmtg316_476:1	to	TO(TO)	to
POmtg316_476:2	be	VB(VB)	be
POmtg316_476:3	ready	JJ(JJ)	ready
POmtg316_476:4	_0	PA(PA)	
POmtg316_476:5	in	IN(IN)	in
POmtg316_476:6	few	JJ(JJ)	few
POmtg316_476:7	weeks	NNS(NNS)	week
POmtg316_476:8	to	TO(TO)	to
POmtg316_476:9	_0	PA(PA)	
POmtg316_476:10	sit	VV(VV)	sit
POmtg316_476:11	down	RP(RP)	down
POmtg316_476:12	and	CC(CC)	and
POmtg316_476:13	write	VV(VV)	write
POmtg316_476:14	down	RP(RP)	down
POmtg316_476:15	_1	PA(PA)	

POmtg316_477:1	mhm	RE(RE)	mhm

POmtg316_478:1	from	IN(IN)	from
POmtg316_478:2	ten	CD(CD)	ten
POmtg316_478:3	to	IN(IN)	to
POmtg316_478:4	hundred	CD(CD)	hundred
POmtg316_478:5	pages	NNS(NNS)	page

POmtg316_479:1	mhm	RE(RE)	mhm

POmtg316_480:1	@@@@@@	LA(LA)	
POmtg316_480:2	_1	PA(PA)	

POmtg316_481:1	er	UH(UH)	er
POmtg316_481:2	er	UH(UH)	er
POmtg316_481:3	er	UH(UH)	er
POmtg316_481:4	a_[S10]	NP(NP)	
POmtg316_481:5	_0	PA(PA)	
POmtg316_481:6	sorry	FI(FI)	sorry
POmtg316_481:7	there	EX(EX)	there
POmtg316_481:8	is	VBZ(VBZ)	be
POmtg316_481:9	another	DT(DT)	another
POmtg316_481:10	point	NN(NN)	point
POmtg316_481:11	perhaps	RB(RB)	perhaps
POmtg316_481:12	_1	PA(PA)	
POmtg316_481:13	er	UH(UH)	er
POmtg316_481:14	general	JJ(JJ)	general
POmtg316_481:15	point	NN(NN)	point
POmtg316_481:16	_0	PA(PA)	
POmtg316_481:17	er	UH(UH)	er
POmtg316_481:18	in	IN(IN)	in
POmtg316_481:19	presenting	VVG(VVG)	present
POmtg316_481:20	the	DT(DT)	the
POmtg316_481:21	project	NN(NN)	project
POmtg316_481:22	_0	PA(PA)	
POmtg316_481:23	we	PP(PP)	we
POmtg316_481:24	can	MD(MD)	can
POmtg316_481:25	_0	PA(PA)	
POmtg316_481:26	er	UH(UH)	er
POmtg316_481:27	think	VVP(VVP)	think
POmtg316_481:28	for	RB(RB)	for
POmtg316_481:29	example	RB(RB)	example
POmtg316_481:30	three	CD(CD)	three
POmtg316_481:31	different	JJ(JJ)	different
POmtg316_481:32	universities	NNS(NNS)	university
POmtg316_481:33	_1	PA(PA)	
POmtg316_481:34	and	CC(CC)	and
POmtg316_481:35	this	DT(DT)	this
POmtg316_481:36	does-	XX(XX)	
POmtg316_481:37	do	VVP(VVP)	do
POmtg316_481:38	n't	RB(RB)	not
POmtg316_481:39	means	VVZ(VV)	mean
POmtg316_481:40	that	IN(IN)	that
POmtg316_481:41	in	IN(IN)	in
POmtg316_481:42	the	DT(DT)	the
POmtg316_481:43	future	NN(NN)	future
POmtg316_481:44	other	JJ(JJ)	other
POmtg316_481:45	_0	PA(PA)	
POmtg316_481:46	university	NN(NN)	university
POmtg316_481:47	may	MD(MD)	may
POmtg316_481:48	enter	VV(VV)	enter
POmtg316_481:49	_1	PA(PA)	
POmtg316_481:50	so	DM(DM)	so
POmtg316_481:51	i	PP(PP)	i
POmtg316_481:52	think	VVP(VVP)	think
POmtg316_481:53	that	IN(IN)	that
POmtg316_481:54	we	PP(PP)	we
POmtg316_481:55	can	MD(MD)	can
POmtg316_481:56	also	RB(RB)	also
POmtg316_481:57	introduce	VV(VV)	introduce
POmtg316_481:58	this	DT(DT)	this
POmtg316_481:59	possibility	NN(NN)	possibility
POmtg316_481:60	_1	PA(PA)	
POmtg316_481:61	because	IN(IN)	because
POmtg316_481:62	in	IN(IN)	in
POmtg316_481:63	this	DT(DT)	this
POmtg316_481:64	way	NN(NN)	way
POmtg316_481:65	_0	PA(PA)	
POmtg316_481:66	we	PP(PP)	we
POmtg316_481:67	can	MD(MD)	can
POmtg316_481:68	also	RB(RB)	also
POmtg316_481:69	to	TO(TO)	to
POmtg316_481:70	think	VV(VV)	think
POmtg316_481:71	that	IN(IN)	that
POmtg316_481:72	may	MD(MD)	may
POmtg316_481:73	cooperate	VV(VV)	cooperate
POmtg316_481:74	_0	PA(PA)	
POmtg316_481:75	in	IN(IN)	in
POmtg316_481:76	the	DT(DT)	the
POmtg316_481:77	project	NN(NN)	project
POmtg316_481:78	_0	PA(PA)	
POmtg316_481:79	universi-	XX(XX)	
POmtg316_481:80	that	PRE(PRE)	that
POmtg316_481:81	now	RB(RB)	now
POmtg316_481:82	are	VBP(VBP)	be
POmtg316_481:83	not	RB(RB)	not
POmtg316_481:84	ready	JJ(JJ)	ready
POmtg316_481:85	to	TO(TO)	to
POmtg316_481:86	enter	VV(VV)	enter
POmtg316_481:87	for	IN(IN)	for
POmtg316_481:88	legal	JJ(JJ)	legal
POmtg316_481:89	reason	NN(NN)	reason
POmtg316_481:90	and	CC(CC)	and
POmtg316_481:91	so	RB(RB)	so
POmtg316_481:92	on	RB(RB)	on
POmtg316_481:93	_0	PA(PA)	
POmtg316_481:94	but	CC(CC)	but
POmtg316_481:95	they	PP(PP)	they
POmtg316_481:96	are	VBP(VBP)	be
POmtg316_481:97	er	UH(UH)	er
POmtg316_481:98	are	VBP(VBP)	be
POmtg316_481:99	in	IN(IN)	in
POmtg316_481:100	agreement	NN(NN)	agreement
POmtg316_481:101	er	UH(UH)	er
POmtg316_481:102	er	UH(UH)	er
POmtg316_481:103	with	IN(IN)	with
POmtg316_481:104	the	DT(DT)	the
POmtg316_481:105	contents	NNS(NNS)	content
POmtg316_481:106	of	IN(IN)	of
POmtg316_481:107	the	DT(DT)	the
POmtg316_481:108	master	NN(NN)	master
POmtg316_481:109	and	CC(CC)	and
POmtg316_481:110	so	RB(RB)	so
POmtg316_481:111	on	RB(RB)	on
POmtg316_481:112	_0	PA(PA)	
POmtg316_481:113	er	UH(UH)	er
POmtg316_481:114	they	PP(PP)	they
POmtg316_481:115	may	MD(MD)	may
POmtg316_481:116	enter	VV(VV)	enter
POmtg316_481:117	_1	PA(PA)	
POmtg316_481:118	at	IN(IN)	at
POmtg316_481:119	full	JJ(JJ)	full
POmtg316_481:120	title	NN(NN)	title
POmtg316_481:121	when	WRB(WRB)	when
POmtg316_481:122	it	PP(PP)	it
POmtg316_481:123	will	MD(MD)	will
POmtg316_481:124	be	VB(VB)	be
POmtg316_481:125	possible	JJ(JJ)	possible
POmtg316_481:126	in	IN(IN)	in
POmtg316_481:127	the	DT(DT)	the
POmtg316_481:128	future	NN(NN)	future
POmtg316_481:129	_1	PA(PA)	

POmtg316_482:1	i	PP(PP)	i
POmtg316_482:2	also	RB(RB)	also

POmtg316_483:1	x	UNI(UNI)	
POmtg316_483:2	er	UH(UH)	er
POmtg316_483:3	this	DT(DT)	this
POmtg316_483:4	means	VVZ(VVZ)	mean
POmtg316_483:5	that	IN(IN)	that
POmtg316_483:6	we	PP(PP)	we
POmtg316_483:7	have	VHP(VHP)	have
POmtg316_483:8	er	UH(UH)	er
POmtg316_483:9	s-	XX(XX)	
POmtg316_483:10	er	UH(UH)	er
POmtg316_483:11	three	CD(CD)	three
POmtg316_483:12	_1	PA(PA)	
POmtg316_483:13	for	RB(RB)	for
POmtg316_483:14	example	RB(RB)	example
POmtg316_483:15	four	CD(CD)	four
POmtg316_483:16	founding	VVG(NNS)	found/founding
POmtg316_483:17	universities	NNS(NNS)	university

POmtg316_484:1	hm	RE(RE)	hm

POmtg316_485:1	of	IN(IN)	of
POmtg316_485:2	the	DT(DT)	the
POmtg316_485:3	project	NN(NN)	project
POmtg316_485:4	_2	PA(PA)	
POmtg316_485:5	and	CC(CC)	and
POmtg316_485:6	er	UH(UH)	er
POmtg316_485:7	in	IN(IN)	in
POmtg316_485:8	_1	PA(PA)	
POmtg316_485:9	in	IN(IN)	in
POmtg316_485:10	the	DT(DT)	the
POmtg316_485:11	future	NN(NN)	future
POmtg316_485:12	_0	PA(PA)	
POmtg316_485:13	maybe	RB(RB)	maybe
POmtg316_485:14	_0	PA(PA)	
POmtg316_485:15	enlarged	VVN(VVN)	enlarge

POmtg316_486:1	no	RE(RE)	no
POmtg316_486:2	i	PP(PP)	i
POmtg316_486:3	also	RB(RB)	also
POmtg316_486:4	thought	VVD(VVD)	think
POmtg316_486:5	that	IN(IN)	that
POmtg316_486:6	er	UH(UH)	er
POmtg316_486:7	this	DT(DT)	this
POmtg316_486:8	preparatory	JJ(JJ)	preparatory
POmtg316_486:9	period	NN(NN)	period
POmtg316_486:10	will	MD(MD)	will
POmtg316_486:11	be	VB(VB)	be
POmtg316_486:12	_0	PA(PA)	
POmtg316_486:13	the	DT(DT)	the
POmtg316_486:14	period	NN(NN)	period
POmtg316_486:15	in	IN(IN)	in
POmtg316_486:16	which	PRE(PRE)	which
POmtg316_486:17	er	UH(UH)	er
POmtg316_486:18	_0	PA(PA)	
POmtg316_486:19	founders	NNS(NNS)	founder
POmtg316_486:20	will	MD(MD)	will
POmtg316_486:21	show	VV(VV)	show
POmtg316_486:22	_0	PA(PA)	

POmtg316_487:1	hm	RE(RE)	hm

POmtg316_488:1	at	IN(IN)	at
POmtg316_488:2	our	PP$(PP$)	we
POmtg316_488:3	web	NN(NN)	web
POmtg316_488:4	page	NN(NN)	page
POmtg316_488:5	for	RB(RB)	for
POmtg316_488:6	instance	RB(RB)	instance

POmtg316_489:1	hm	RE(RE)	hm
POmtg316_489:2	_0	PA(PA)	

POmtg316_490:1	their	PP$(PP$)	they
POmtg316_490:2	initi-	XX(XX)	
POmtg316_490:3	initiative	NN(NN)	initiative
POmtg316_490:4	and	CC(CC)	and
POmtg316_490:5	er	UH(UH)	er
POmtg316_490:6	this	DT(DT)	this
POmtg316_490:7	will	MD(MD)	will
POmtg316_490:8	be	VB(VB)	be
POmtg316_490:9	a	DT(DT)	a
POmtg316_490:10	time	NN(NN)	time
POmtg316_490:11	in	IN(IN)	in
POmtg316_490:12	which	PRE(PRE)	which
POmtg316_490:13	others	NNS(NNS)	other
POmtg316_490:14	could	MD(MD)	can
POmtg316_490:15	_0	PA(PA)	

POmtg316_491:1	hm	RE(RE)	hm

POmtg316_492:1	join	VV(VV)	join
POmtg316_492:2	if	IN(IN)	if
POmtg316_492:3	they	PP(PP)	they
POmtg316_492:4	are	VBP(VBP)	be
POmtg316_492:5	qualified	JJ(JJ)	qualified
POmtg316_492:6	and	CC(CC)	and
POmtg316_492:7	they	PP(PP)	they
POmtg316_492:8	_0	PA(PA)	
POmtg316_492:9	meet	VVP(VVP)	meet
POmtg316_492:10	_0	PA(PA)	
POmtg316_492:11	some	DT(DT)	some
POmtg316_492:12	standards	NNS(NNS)	standard
POmtg316_492:13	or	CC(CC)	or
POmtg316_492:14	some	DT(DT)	some
POmtg316_492:15	other	JJ(JJ)	other
POmtg316_492:16	_0	PA(PA)	

POmtg316_493:1	yes	RE(RE)	yes

POmtg316_494:1	so	DM(DM)	so
POmtg316_494:2	_0	PA(PA)	
POmtg316_494:3	it	PP(PP)	it
POmtg316_494:4	will	MD(MD)	will
POmtg316_494:5	be	VB(VB)	be
POmtg316_494:6	a	DT(DT)	a
POmtg316_494:7	period	NN(NN)	period
POmtg316_494:8	in	IN(IN)	in
POmtg316_494:9	which	PRE(PRE)	which
POmtg316_494:10	we	PP(PP)	we
POmtg316_494:11	should	MD(MD)	shall
POmtg316_494:12	be	VB(VB)	be
POmtg316_494:13	_0	PA(PA)	
POmtg316_494:14	should	MD(MD)	shall
POmtg316_494:15	x	UNI(UNI)	
POmtg316_494:16	be	VB(VB)	be
POmtg316_494:17	open	JJ(JJ)	open
POmtg316_494:18	for	IN(IN)	for
POmtg316_494:19	others	NNS(NNS)	other
POmtg316_494:20	to	TO(TO)	to
POmtg316_494:21	see	VV(VV)	see

POmtg316_495:1	hm	RE(RE)	hm

POmtg316_496:1	hm	RE(RE)	hm

POmtg316_497:1	whether	IN(IN)	whether
POmtg316_497:2	it	PP(PP)	it
POmtg316_497:3	could	MD(MD)	can
POmtg316_497:4	be	VB(VB)	be
POmtg316_497:5	completed	VVN(VVN)	complete
POmtg316_497:6	this	DT(DT)	this
POmtg316_497:7	is	VBZ(VBZ)	be
POmtg316_497:8	the	DT(DT)	the
POmtg316_497:9	idea	NN(NN)	idea
POmtg316_497:10	of	IN(IN)	of
POmtg316_497:11	the	DT(DT)	the
POmtg316_497:12	a_[org1]	NP(NP)	
POmtg316_497:13	_0	PA(PA)	
POmtg316_497:14	network	NN(NN)	network

POmtg316_498:1	hm	RE(RE)	hm

POmtg316_499:1	xxxxxx	UNI(UNI)	

POmtg316_500:1	hm	RE(RE)	hm

POmtg316_502:1	yes	RE(RE)	yes

POmtg316_503:1	not	RB(RB)	not
POmtg316_503:2	to	TO(TO)	to
POmtg316_503:3	make	VV(VV)	make
POmtg316_503:4	er	UH(UH)	er
POmtg316_503:5	_0	PA(PA)	
POmtg316_503:6	p_subnetworks	PVC(NNS)	
POmtg316_503:7	_0	PA(PA)	

POmtg316_504:1	yah	RE(RE)	yah
POmtg316_504:2	_0	PA(PA)	

POmtg316_505:1	hm	RE(RE)	hm

POmtg316_506:1	small	JJ(JJ)	small
POmtg316_506:2	p_subnetworks	PVC(NNS)	
POmtg316_506:3	but	CC(CC)	but
POmtg316_506:4	to	TO(TO)	to
POmtg316_506:5	_0	PA(PA)	
POmtg316_506:6	open	VV(VV)	open
POmtg316_506:7	this	DT(DT)	this
POmtg316_506:8	one	NN(NN)	one

POmtg316_507:1	yes	RE(RE)	yes
POmtg316_507:2	_2	PA(PA)	

POmtg316_508:1	but	CC(CC)	but
POmtg316_508:2	not	RB(RB)	not
POmtg316_508:3	just	RB(RB)	just
POmtg316_508:4	_0	PA(PA)	
POmtg316_508:5	open	VV(VV)	open
POmtg316_508:6	to	IN(IN)	to
POmtg316_508:7	everybody	NN(NN)	everybody
POmtg316_508:8	_0	PA(PA)	
POmtg316_508:9	but	CC(CC)	but

POmtg316_509:1	hm	RE(RE)	hm

POmtg316_510:1	to	TO(TO)	to
POmtg316_510:2	have	VH(VH)	have
POmtg316_510:3	some	DT(DT)	some
POmtg316_510:4	_2	PA(PA)	
POmtg316_510:5	qualifications	NNS(NNS)	qualification
POmtg316_510:6	some	DT(DT)	some
POmtg316_510:7	p_prerequities	PVC(NNS)	
POmtg316_510:8	to	TO(TO)	to
POmtg316_510:9	to	TO(TO)	to
POmtg316_510:10	join	VV(VV)	join
POmtg316_510:11	_0	PA(PA)	
POmtg316_510:12	okay	RE(RE)	okay

POmtg316_511:1	right	DM(DM)	right
POmtg316_511:2	_0	PA(PA)	
POmtg316_511:3	i	PP(PP)	i
POmtg316_511:4	think	VVP(VVP)	think
POmtg316_511:5	erm	UH(UH)	erm
POmtg316_511:6	_0	PA(PA)	
POmtg316_511:7	we	PP(PP)	we
POmtg316_511:8	'll	MD(MD)	will
POmtg316_511:9	continue	VV(VV)	continue
POmtg316_511:10	the	DT(DT)	the
POmtg316_511:11	discussion	NN(NN)	discussion
POmtg316_511:12	over	IN(IN)	over
POmtg316_511:13	the	DT(DT)	the
POmtg316_511:14	dinner	NN(NN)	dinner
POmtg316_511:15	_1	PA(PA)	

POmtg316_512:1	@@@	LA(LA)	
POmtg316_512:2	@	LA(LA)	

POmtg316_513:1	admiring	VVG(VVG)	admire
POmtg316_513:2	all	PDT(PDT)	all
POmtg316_513:3	these	DT(DT)	these
POmtg316_513:4	_0	PA(PA)	
POmtg316_513:5	pieces	NNS(NNS)	piece
POmtg316_513:6	objects	NNS(NNS)	object
POmtg316_513:7	of	IN(IN)	of
POmtg316_513:8	art	NN(NN)	art

POmtg316_514:1	we	PP(PP)	we
POmtg316_514:2	may	MD(MD)	may
POmtg316_514:3	discuss	VV(VV)	discuss
POmtg316_514:4	art	NN(NN)	art

POmtg316_515:1	@@@@@@@@	LA(LA)	

POmtg316_516:1	maybe	RB(RB)	maybe
POmtg316_516:2	some	DT(DT)	some
POmtg316_516:3	bright	JJ(JJ)	bright
POmtg316_516:4	er	UH(UH)	er
POmtg316_516:5	bright	JJ(JJ)	bright
POmtg316_516:6	ideas	NNS(NNS)	idea
POmtg316_516:7	will	MD(MD)	will

POmtg316_517:1	could	MD(MD)	can
POmtg316_517:2	inspire	VV(VV)	inspire
POmtg316_517:3	us	PP(PP)	we
POmtg316_517:4	@@	LA(LA)	
POmtg316_517:5	yah	RE(RE)	yah
POmtg316_517:6	@	LA(LA)	

POmtg316_518:1	yeah	RE(RE)	yeah

POmtg316_519:1	come	VV(VV)	come
POmtg316_519:2	to	IN(IN)	to
POmtg316_519:3	our	PP$(PP$)	we
POmtg316_519:4	minds	NNS(NNS)	mind
POmtg316_519:5	_1	PA(PA)	
POmtg316_519:6	and	CC(CC)	and
POmtg316_519:7	er	UH(UH)	er
POmtg316_519:8	i	PP(PP)	i
POmtg316_519:9	think	VVP(VVP)	think
POmtg316_519:10	_0	PA(PA)	
POmtg316_519:11	i	PP(PP)	i
POmtg316_519:12	will	MD(MD)	will
POmtg316_519:13	close	VV(VV)	close
POmtg316_519:14	this	DT(DT)	this
POmtg316_519:15	part	NN(NN)	part
POmtg316_519:16	of	IN(IN)	of
POmtg316_519:17	the	DT(DT)	the
POmtg316_519:18	_0	PA(PA)	
POmtg316_519:19	meeting	VVG(NN)	meet/meeting
POmtg316_519:20	_0	PA(PA)	
POmtg316_519:21	now	RB(RB)	now
POmtg316_519:22	_1	PA(PA)	
POmtg316_519:23	i	PP(PP)	i
POmtg316_519:24	will	MD(MD)	will
POmtg316_519:25	_1	PA(PA)	
POmtg316_519:26	do	VV(VV)	do
POmtg316_519:27	the	DT(DT)	the
POmtg316_519:28	writing	VVG(NN)	write/writing
POmtg316_519:29	i	PP(PP)	i
POmtg316_519:30	'll	MD(MD)	will
POmtg316_519:31	_0	PA(PA)	
POmtg316_519:32	ask	VV(VV)	ask
POmtg316_519:33	a_[S10]	NP(NP)	
POmtg316_519:34	to	TO(TO)	to
POmtg316_519:35	type	VV(VV)	type
POmtg316_519:36	in	RP(RP)	in
POmtg316_519:37	_0	PA(PA)	

POmtg316_520:1	hm	RE(RE)	hm

POmtg316_521:1	all	DT(DT)	all
POmtg316_521:2	our	PP$(PP$)	we
POmtg316_521:3	ideas	NNS(NNS)	idea
POmtg316_521:4	which	PRE(PRE)	which
POmtg316_521:5	are	VBP(VBP)	be
POmtg316_521:6	not	RB(RB)	not
POmtg316_521:7	in	IN(IN)	in
POmtg316_521:8	the	DT(DT)	the
POmtg316_521:9	computer	NN(NN)	computer
POmtg316_521:10	yet	RB(RB)	yet
POmtg316_521:11	_0	PA(PA)	

POmtg316_523:1	and	CC(CC)	and
POmtg316_523:2	if	IN(IN)	if
POmtg316_523:3	you	PP(PP)	you
POmtg316_523:4	allow	VVP(VVP)	allow
POmtg316_523:5	me	PP(PP)	i
